title,publish_date,url,language
"Hungary will force Ukraine to reopen key pipeline for Russian oil, Orban says",2026-03-05,https://www.reuters.com/business/energy/hungary-will-force-ukraine-reopen-key-pipeline-russian-oil-orban-says-2026-03-05/,en
"Hungary's opposition leads in polls, far-right party gains support",2026-03-04,https://www.reuters.com/world/hungarys-opposition-leads-polls-far-right-party-gains-support-2026-03-04/,en
All about choice? Liberals move childcare battlelines to vouchers for nannies and grandparents,2026-03-01,https://www.theguardian.com/australia-news/2026/mar/02/liberal-party-childcare-vouchers-nannies-grandparents,en
The Trump Administration Is Spending Billions to Militarize the Border,2026-02-28,https://www.newyorker.com/news/the-lede/how-high-powered-lasers-became-part-of-donald-trumps-border-security-complex,en
"Hungary Is at a Crossroads Between Europe and 'Dictators', Opposition Leader Says",2026-02-26,https://www.usnews.com/news/world/articles/2026-02-26/hungary-is-at-a-crossroads-between-europe-and-dictators-opposition-leader-says,en
"Hungary is at a crossroads between Europe and 'dictators', opposition leader says",2026-02-26,https://www.reuters.com/world/hungary-is-crossroads-between-europe-dictators-opposition-leader-says-2026-02-26/,en
"Hungary accuses Ukraine of 'oil blockade,' deploys soldiers to key energy facilities",2026-02-26,https://www.cnbc.com/2026/02/26/hungary-ukraine-oil-blockade-soldiers-energy-facilities-orban-elections-russia-.html,en
Commentary: Memories haunt Holocaust resister,2026-02-25,https://www.pilotonline.com/2026/02/25/commentary-memories-haunt-holocaust-resister/,en
Hungary's Opposition Tisza Party Widens Its Lead Ahead of Orban's Fidesz,2026-02-25,https://www.usnews.com/news/world/articles/2026-02-25/hungarys-opposition-tisza-party-widens-its-lead-ahead-of-orbans-fidesz,en
"Mexico kills drug lord El Mencho, sparking chaos",2026-02-23,https://theweek.com/world-news/mexico-jalisco-cartel-mencho-killing,en
"Hungary blocks latest EU sanctions on Russia, $105B loan to Ukraine",2026-02-23,https://www.upi.com/Top_News/World-News/2026/02/23/EU-Hungary-vetos-latest-Russia-sanctions/4291771838942/,en
Hungary vows to block EU sanctions on Russia on eve of Ukraine war anniversary,2026-02-23,https://www.reuters.com/world/europe/hungary-vows-block-eu-sanctions-russia-eve-ukraine-war-anniversary-2026-02-23/,en
New Russia sanctions on hold as Hungary blocks EU package ahead of fourth anniversary of Ukraine war – Europe live,2026-02-23,https://www.theguardian.com/world/live/2026/feb/23/russia-ukraine-war-sanctions-hungary-eu-europe-latest-news-updates,en
Britain’s ex-Prince Andrew arrested over Epstein ties,2026-02-20,https://theweek.com/world-news/prince-andrew-arrested-misconduct-epstein,en
Hungary Opposition Condemns Fidesz Election Video With Fictitious Execution Scene,2026-02-19,https://www.usnews.com/news/world/articles/2026-02-19/hungary-opposition-condemns-fidesz-election-video-with-fictitious-execution-scene,en
Hungary opposition condemns Fidesz election video with fictitious execution scene,2026-02-19,https://www.reuters.com/world/hungary-opposition-condemns-fidesz-election-video-with-fictitious-execution-2026-02-19/,en
Who’s Joining Trump’s Board of Peace—and Who’s Not,2026-02-19,https://time.com/7379643/trump-board-peace-countries-joining-rejected-invitations-membership/,en
Rubio boosts Orbán ahead of Hungary election,2026-02-17,https://theweek.com/world-news/hungary-election-rubio-boosts-orban-trump,en
Is This Viktor Orbán’s Last Stand?,2026-02-17,https://www.thenation.com/article/world/viktor-orban-hungary-election-fidesz/,en
"Trump ‘Deeply Committed’ to Success of Hungary, Rubio Tells Orban",2026-02-16,https://www.breitbart.com/europe/2026/02/16/trump-deeply-committed-success-hungary-rubio-tells-orban/,en
Rubio wraps Hungary’s Orban in US embrace before tight election,2026-02-16,https://www.courant.com/2026/02/16/rubio-wraps-hungarys-orban-in-us-embrace-before-tight-election-2/,en
Rubio seeks to boost Hungary’s Orban as he faces tough election,2026-02-16,https://www.inquirer.com/news/nation-world/rubio-orban-hungary-election-trump-20260216.html,en
Rubio shares Trump’s support of Viktor Orbán ahead of Hungary election,2026-02-16,https://www.upi.com/Top_News/US/2026/02/16/hungary-trump-orban-support-rubio/8141771261708/,en
Orban scales up 'war or peace' campaign as Hungary heads to pivotal vote,2026-02-13,https://www.reuters.com/business/media-telecom/orban-scales-up-war-or-peace-campaign-hungary-heads-pivotal-vote-2026-02-13/,en
Hungary's opposition Tisza party sets out policy plans ahead of April election,2026-02-10,https://www.reuters.com/world/hungarys-opposition-tisza-party-sets-out-policy-plans-ahead-april-election-2026-02-10/,en
"Hungary's opposition Tisza promises wealth tax, euro adoption in election programme",2026-02-07,https://www.reuters.com/business/hungarys-opposition-tisza-promises-wealth-tax-euro-adoption-election-programme-2026-02-07/,en
"Hungary's Tisza party leads pre-election poll, far-right party on course for parliament",2026-02-03,https://www.reuters.com/world/hungarys-tisza-party-leads-pre-election-poll-far-right-party-course-parliament-2026-02-03/,en
"Hungary's opposition keeps poll lead, backed by younger generation",2026-01-27,https://www.reuters.com/world/hungarys-opposition-keeps-poll-lead-backed-by-younger-generation-2026-01-27/,en
Hungary to summon Ukrainian envoy over what PM Orban says is election meddling,2026-01-26,https://www.reuters.com/world/hungary-summon-ukrainian-envoy-over-what-pm-orban-says-is-election-meddling-2026-01-26/,en
Hungary's opposition taps energy expert to lead foreign policy ahead of vote,2026-01-24,https://www.reuters.com/world/hungarys-opposition-taps-energy-expert-lead-foreign-policy-ahead-vote-2026-01-24/,en
Orban rebukes Zelenskiy as Hungarian election looms,2026-01-23,https://www.reuters.com/world/orban-rebukes-zelenskiy-hungarian-election-looms-2026-01-23/,en
Trump's Greenland Fixation Is Crushing The European Right,2026-01-22,https://dailycaller.com/2026/01/22/donald-trump-greenland-european-right-wing-allies/,en
"Hungary's opposition lead narrows slightly ahead of April vote, poll shows",2026-01-22,https://www.reuters.com/world/hungarys-opposition-lead-narrows-slightly-ahead-april-vote-poll-shows-2026-01-22/,en
Hungarian opposition taps former Shell executive for economics role ahead of April election,2026-01-19,https://www.reuters.com/world/hungarian-opposition-taps-former-shell-executive-economics-role-ahead-april-2026-01-19/,en
Orban ramps up anti‑Ukraine campaign with 'petition' as election battle tightens,2026-01-16,https://www.reuters.com/world/europe/orban-ramps-up-antiukraine-campaign-with-petition-election-battle-tightens-2026-01-16/,en
"Hungary's main opposition widens lead over PM Orban's Fidesz, two surveys show",2026-01-14,https://www.reuters.com/business/media-telecom/hungarys-main-opposition-widens-lead-over-pm-orbans-fidesz-two-surveys-show-2026-01-14/,en
Churchill Shooting Doubles Its Space to Meet Surging Visitor Demand in Budapest,2026-01-13,https://www.benzinga.com/pressreleases/26/01/g49895366/churchill-shooting-doubles-its-space-to-meet-surging-visitor-demand-in-budapest?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel,en
Warsaw summons Hungarian envoy to protest after Budapest grants two Poles asylum,2026-01-09,https://www.reuters.com/world/warsaw-summons-hungarian-envoy-protest-after-budapest-grants-two-poles-asylum-2026-01-09/,en
Happy Birthday Bitcoin: 17 Fun Facts About Leading Cryptocurrency,2026-01-03,https://www.benzinga.com/crypto/26/01/49680628/happy-birthday-bitcoin-17-fun-facts-about-leading-cryptocurrency?utm_source=benzinga_taxonomy&utm_medium=rss_feed_free&utm_content=taxonomy_rss&utm_campaign=channel,en
"After Bulgaria, euro expansion faces hurdles in remaining EU states",2026-01-01,https://www.reuters.com/business/after-bulgaria-euro-expansion-faces-hurdles-remaining-eu-states-2026-01-01/,en
Russia-Ukraine war live: Zelensky invites Trump to Ukraine amid peace talks,2025-12-31,https://www.newsweek.com/russia-ukraine-war-live-updates-massive-blackouts-reported-amid-strikes-11287936,en
Hundreds of Big Post-Election Donors Have Benefited From Trump’s Return to Office,2025-12-22,https://www.nytimes.com/interactive/2025/12/22/us/politics/trump-donors-fundraising-benefits.html,en
Trump's top Europe ally predicts EU plan to spark war with Russia,2025-12-18,https://www.newsweek.com/trumps-top-europe-ally-predicts-eu-plan-to-spark-war-with-russia-11231007,en
Thousands protest Slovak leader Fico over whistleblower office closure and penal code changes,2025-12-16,https://www.newsday.com/news/nation/slovakia-protest-fico-j10708,en
Thousands protest Slovak leader Fico over whistleblower office closure and penal code changes,2025-12-16,https://www.inquirer.com/wires/ap/thousands-protest-slovak-leader-fico-over-whistleblower-office-closure-penal-code-changes-20251216.html,en
European leaders sign treaty establishing Ukraine war damages body – as it happened,2025-12-16,https://www.theguardian.com/world/live/2025/dec/16/ukraine-peace-talks-russia-europe-us-trump-latest-news-updates,en
UPDATE 1-EU tries to salvage Mercosur trade pact as parliament toughens farm protections,2025-12-16,https://www.inquirer.com/wires/reuters/america-wire/update-1-eu-tries-salvage-mercosur-trade-pact-parliament-toughens-farm-protections-20251216.html,en
Hungary Child-Abuse Protest Raises Pressure on Orban Before Vote,2025-12-13,https://www.bloomberg.com/news/articles/2025-12-13/hungary-child-abuse-protest-raises-pressure-on-orban-before-vote,en
Russian ambassador summoned to Berlin over claims Kremlin is seeking to destabilise Germany – Europe live,2025-12-12,https://www.theguardian.com/world/live/2025/dec/12/von-der-leyen-trump-ukraine-belgium-russian-assets-starmer-latest-news-updates,en
The Ultimate Guide To Danube River Cruises,2025-12-11,https://www.forbes.com/sites/lewisnunn/2025/12/11/why-a-danube-river-cruise-is-the-best-way-to-see-europe/,en
Thursday briefing: Will Labour’s human rights overhaul curb or fuel the far right?,2025-12-11,https://www.theguardian.com/world/2025/dec/10/thursday-briefing-will-labours-human-rights-overhaul-curb-or-fuel-the-far-right,en
"Ukraine, EU leaders agree on plan for bloc membership",2025-12-11,https://www.upi.com/Top_News/World-News/2025/12/11/ukraine-eu-leaders-plan-bloc-membership/9351765474363/,en
The Return of MAGA’s Favorite Forbidden Book,2025-12-11,https://www.theatlantic.com/ideas/2025/12/camp-of-saints-jean-raspail/685213/?utm_source=feed,en
Hungarian government spokesman denies report Orban plans to introduce presidential system,2025-12-11,https://www.reuters.com/world/hungarian-government-spokesman-denies-report-orban-plans-introduce-presidential-2025-12-11/,en
"No 10 publishes list of 34 new political peerages including 25 Labour, five Liberal Democrats and three Conservatives – UK politics live",2025-12-10,https://www.theguardian.com/politics/live/2025/dec/10/pmqs-latest-news-updates-rachel-reeves-treasury-committee-keir-starmer-kemi-badenoch,en
UPDATE 1-Hungary's Orban government moves to stem fallout from juvenile center abuse case,2025-12-10,https://www.inquirer.com/wires/reuters/america-wire/update-1-hungarys-orban-government-moves-stem-fallout-juvenile-center-abuse-case-20251210.html,en
Hungary Approves Law Making It Harder to Remove President,2025-12-10,https://www.bloomberg.com/news/articles/2025-12-10/hungary-approves-law-making-it-harder-to-remove-president,en
Hungary's Orban government moves to stem fallout from juvenile center abuse case,2025-12-10,https://www.inquirer.com/wires/reuters/america-wire/hungarys-orban-government-moves-stem-fallout-juvenile-center-abuse-case-20251210.html,en
Slovakia's parliament approves plan to dismantle whistleblower protection office,2025-12-09,https://www.newsday.com/news/nation/slovakia-fico-whistleblowers-protection-n22878,en
Slovakia’s parliament approves plan to dismantle whistleblower protection office,2025-12-09,https://www.seattletimes.com/nation-world/world/slovakias-parliament-approves-plan-to-dismantle-whistleblower-protection-office/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,en
Slovakia's parliament approves plan to dismantle whistleblower protection office,2025-12-09,https://www.inquirer.com/wires/ap/slovakias-parliament-approves-plan-dismantle-whistleblower-protection-office-20251209.html,en
"Hungary PM Orban's Fidesz narrows gap on opposition rival, opinion poll shows",2025-12-02,https://www.inquirer.com/wires/reuters/america-wire/hungary-pm-orbans-fidesz-narrows-gap-opposition-rival-opinion-poll-shows-20251202.html,en
"Hungary PM Orban's Fidesz narrows gap on opposition rival, opinion poll shows",2025-12-02,https://www.reuters.com/world/hungary-pm-orbans-fidesz-narrows-gap-opposition-rival-opinion-poll-shows-2025-12-02/,en
Hungarian podcasters push back against Orban’s media dominance,2025-11-27,https://www.inquirer.com/wires/reuters/america-wire/hungarian-podcasters-push-back-against-orbans-media-dominance-20251127.html,en
Hungarian podcasters push back against Orban’s media dominance,2025-11-27,https://www.reuters.com/business/media-telecom/hungarian-podcasters-push-back-against-orbans-media-dominance-2025-11-27/,en
Orban Narrows Hungary Poll Gap After Boosting Election Spending,2025-11-26,https://www.bloomberg.com/news/articles/2025-11-26/orban-narrows-hungary-poll-gap-after-boosting-election-spending,en
The GOP Is Realizing That Trump Won’t Be Around Forever,2025-11-21,https://www.theatlantic.com/ideas/2025/11/rifts-growing-maga-trump-successor-2028/684994/?utm_source=feed,en
The explosions that tore through Russia’s pipelines to Europe are still causing rifts years on,2025-11-15,https://www.cnn.com/2025/11/15/europe/russias-nord-stream-pipelines-europe-intl,en
Flattery will get you everywhere: Orbán lays it on thick with Trump,2025-11-07,https://www.theguardian.com/world/2025/nov/07/orban-trump-flattery-white-house,en
Pro-Orban media group buys Hungary's main tabloid ahead of 2026 election,2025-10-31,https://www.reuters.com/business/media-telecom/pro-orban-media-group-buys-hungarys-main-tabloid-ahead-2026-election-2025-10-31/,en
Hungary's opposition leader to file criminal complaint over alleged deepfake video,2025-10-29,https://www.inquirer.com/wires/reuters/america-wire/hungarys-opposition-leader-file-criminal-complaint-over-alleged-deepfake-video-20251029.html,en
"Putin, Zelensky and the art of ‘playing’ the US president",2025-10-23,https://theconversation.com/putin-zelensky-and-the-art-of-playing-the-us-president-268246,en
UPDATE 1-Orban seeks to shore up domestic support after Trump-Putin summit canceled,2025-10-23,https://www.inquirer.com/wires/reuters/america-wire/update-1-orban-seeks-shore-up-domestic-support-after-trump-putin-summit-canceled-20251023.html,en
Orban seeks to shore up domestic support after Trump-Putin summit canceled,2025-10-23,https://www.inquirer.com/wires/reuters/america-wire/orban-seeks-shore-up-domestic-support-after-trump-putin-summit-canceled-20251023.html,en
Orban seeks to shore up domestic support after Trump-Putin summit cancelled,2025-10-23,https://www.reuters.com/world/orban-seeks-shore-up-domestic-support-after-trump-putin-summit-cancelled-2025-10-23/,en
Trump commutes former Rep. George Santos' sentence; urges Ukraine and Russia to stop fighting,2025-10-17,https://www.nbcnews.com/politics/trump-administration/live-blog/trump-zelenskyy-putin-gaza-government-shutdown-congress-live-updates-rcna237191,en
Viktor Orban Boasts Hungary ‘Only Place in Europe’ Where Trump and Putin Could Meet,2025-10-17,https://www.breitbart.com/europe/2025/10/17/viktor-orban-boasts-hungary-only-place-in-europe-where-trump-and-putin-could-meet/,en
