id,indexed_date,language,media_name,media_url,publish_date,title,url
d0c5c26558d033c7cf9ad71de56eb0d651a90ced9a518b8b53bb6bc0b5321d91,2025-09-10 07:52:25.866959+00:00,fr,estrepublicain.fr,estrepublicain.fr,2014-01-09,Un quadragÃ©naire Â« amoureux Â» d’une mineure de 14 ans,http://www.estrepublicain.fr/justice/2014/01/09/amoureux-d-une-mineure-de-14-ans
2fc1416b9c1d7720a49eead3cd322e098036cedcac419f06456154c13fb30f99,2025-09-10 07:47:31.214065+00:00,fr,rfi.fr,rfi.fr,2014-02-02,Quand le journalisme s'effondre sur Dieudonné,http://atelier.rfi.fr/xn/detail/1189413:BlogPost:437798?xg_source=activity
980d1ada90580cefbefe031b08fe7e7d1f05281bd02fdadd6e358375b6e642ed,2025-09-10 07:22:52.708336+00:00,fr,7sur7.be,7sur7.be,2014-01-10,"Dieudonné: des humoristes dénoncent un emballement ""disproportionné""",http://www.7sur7.be/7s7/fr/1527/People/article/detail/1772105/2014/01/10/Dieudonne-des-humoristes-denoncent-un-emballement-disproportionne.dhtml
a6bf69e778f0d4457a5b9dc231d3b3a3180744e0f38affd49f32bdf8a6a54eb5,2025-09-10 07:20:06.343050+00:00,fr,la-croix.com,la-croix.com,2014-01-10,Dieudonné: des humoristes dénoncent un emballement ;disproportionné ;,http://www.la-croix.com/Culture/Actualite/Dieudonne-des-humoristes-denoncent-un-emballement-disproportionne-2014-01-10-1087640
44d924cde57151cbadf11c262d50f7dd232f2bda1897413599a417846f258405,2025-09-10 07:19:28.669130+00:00,fr,leparisien.fr,leparisien.fr,2014-01-10,"Dieudonné: des humoristes dénoncent un emballement ""disproportionné""",http://www.leparisien.fr/flash-actualite-culture/dieudonne-des-humoristes-denoncent-un-emballement-disproportionne-10-01-2014-3481345.php
b4cc8203939ff5cc88efb05065239f0cdf6eae29ff32565ee7be50318fdef177,2025-09-10 07:19:26.694588+00:00,fr,leprogres.fr,leprogres.fr,2014-01-10,Affaire DieudonnÃ©: des humoristes dÃ©noncent un emballement Â«disproportionnÃ©Â»,http://www.leprogres.fr/france-monde/2014/01/10/affaire-dieudonne-des-humoristes-denoncent-un-emballement-disproportionne
ec8c4b55f36302a8db4683f276ed4e6b2c860c7601a28907b2cbaa9e25d855e4,2025-09-10 07:11:16.946294+00:00,fr,huffingtonpost.fr,huffingtonpost.fr,2014-01-10,"Sous Dieudonné, la liberté?",http://www.huffingtonpost.fr/philippe-bilger/liberte-dexpression-dieudonne_b_4574692.html?utm_hp_ref=france&ir=France
a0dba05fc2b6c3be7a989cf4755c205230744c22aa989bd9d9dc06eb3a3ad51c,2025-09-10 06:59:27.400424+00:00,fr,lepoint.fr,lepoint.fr,2014-01-10,"Valls, allumer le feu",http://www.lepoint.fr/invites-du-point/claire-gallois/affaire-dieudonne-valls-allumer-le-feu-10-01-2014-1778799_1445.php
c50bbdc88b0e69dd1300f599fd6648a7fe082850f2b3c74e5616ba6f99ea3791,2025-09-10 06:48:43.882507+00:00,it,lastampa.it,lastampa.it,2014-01-11,Dieudonné si arrende: “Cambio show”,http://www.lastampa.it/2014/01/11/esteri/dieudonn-si-arrende-cambio-show-9zlU7pKWxR6mP0ObJiASNM/pagina.html
c6df9de4ecec220053ef5a3d83d67fba9b4f9f694df687e27ec2a0acb056c8b4,2025-09-10 06:31:33.381882+00:00,fr,francetvinfo.fr,francetvinfo.fr,2014-01-11,Qui sont les fans de Dieudonné ?,http://www.francetvinfo.fr/societe/dieudonne/qui-sont-les-fans-de-dieudonne_499750.html#xtor=RSS-3-[]
6182acc307e12f70dffd1cee5aeeec2f72eca2f9caaf0db2a8fdc161b05d376b,2025-09-10 06:28:49.085823+00:00,fr,ladepeche.fr,ladepeche.fr,2014-01-11,"Face à Dieudonné, le Conseil d'état persiste, signe et interdit",http://www.ladepeche.fr/article/2014/01/11/1791910-face-dieudonne-conseil-etat-persiste-signe-interdit.html
18f634eee68f7ab29aff741b55a60aff390200d1f36da5b4061d7942c987acb8,2025-09-10 06:26:31.564352+00:00,ru,kommersant.ru,kommersant.ru,2014-01-11,Президента Франции толкают в объятия актрисы,http://www.kommersant.ru/doc/2382180
28ace5dd2651ba624e388222faa2af24fb68186acd5b27a86e55ebf798eb045d,2025-09-10 06:18:23.966753+00:00,fr,tdg.ch,tdg.ch,2014-01-12,Christian Brunier: Ne jamais banaliser le racisme et l’antisémitisme,http://tdg.ch/vivre/Christian-Brunier-Ne-jamais-banaliser-le-racisme-et-l-antisemitisme/story/18464837
60503c1800e641e63df434b7c20c3304f88aab84ee30e25093ed45fcb4e3fb05,2025-09-10 06:00:31.170628+00:00,fr,lexpressiondz.com,lexpressiondz.com,2014-01-12,L'Expression - Le Quotidien,http://www.lexpressiondz.com/mobile/mobile/autres/de_quoi_jme_mele/187688-un-ancien-journaliste-de-charlie-hebdo-denonce-la-nevrose-islamophobe.html
2cfa72ca425379afa531403e3cdeb3eb347df16e60bc864953628e21b36ca6f9,2025-09-10 05:41:43.460999+00:00,fr,aujourdhui.ma,aujourdhui.ma,2014-01-13,Prières en commun contre haine,http://www.aujourdhui.ma/maroc-actualite/chroniques/prieres-en-commun-contre-haine-107310.html
4d6029dcb1cf43eb7b3807d4def161b80f1a4d0d81b99c761c77847b1ef54b9e,2025-09-10 05:16:30.180562+00:00,fr,nouvelobs.com,nouvelobs.com,2014-01-14,"Une de ""Charlie Hebdo"" sur Hollande",http://rss.nouvelobs.com/c/32262/f/615003/s/35e1e53b/sc/7/l/0Ltempsreel0Bnouvelobs0N0Cpolitique0C20A140A1140BOBS22620Cune0Ede0Echarlie0Ehebdo0Esur0Ehollande0Epour0Ededramatiser0Ele0Esujet0Bhtml0Dxtor0FRSS0E30A/story01.htm
70ea10346aa317891f0f0b89cc830466de970508ae38ca8b194614634558f6b1,2025-09-10 05:15:50.313726+00:00,it,iltempo.it,iltempo.it,2014-01-14,"Charlie Hebdo"" dedica la copertina a Hollande",http://www.iltempo.it/esteri/2014/01/14/charlie-hebdo-dedica-la-copertina-a-hollande-1.1208249?localLinksEnabled=false
8d50b135af6ace3ce7684c86b031e3ec7bcdd5eb9e7890605d733f9c1c05e507,2025-09-10 05:10:32.507914+00:00,fr,nouvelobs.com,nouvelobs.com,2014-01-14,EN DIRECT. Hollande annonce la fin des cotisations familiales pour les entreprises d'ici à 2017,http://rss.nouvelobs.com/c/32262/f/493634/s/35e47050/sc/7/l/0Ltempsreel0Bnouvelobs0N0Cpolitique0C20A140A1140BOBS22920Cen0Edirect0Efrancois0Ehollande0El0Eheure0Ede0Everite0Bhtml0Dxtor0FRSS0E17/story01.htm
c3cc8a42b82a2d92db0f090a423f896863ff64f72fdea307c8deaacc310df9a6,2025-09-10 05:06:14.900557+00:00,fr,nouvelobs.com,nouvelobs.com,2014-01-14,"Une de ""Charlie Hebdo"" sur Hollande",http://rss.nouvelobs.com/c/32262/f/493634/s/35e3a7ae/sc/7/l/0Ltempsreel0Bnouvelobs0N0Cpolitique0C20A140A1140BOBS22620Cune0Ede0Echarlie0Ehebdo0Esur0Ehollande0Epour0Ededramatiser0Ele0Esujet0Bhtml0Dxtor0FRSS0E17/story01.htm
a586e06b4f147a8d218bc3db21efd58f539aa627736d4074f9a632e142d12c0e,2025-09-10 05:05:57.239149+00:00,fr,nouvelobs.com,nouvelobs.com,2014-01-14,"Une de ""Charlie Hebdo"" sur Hollande",http://tempsreel.nouvelobs.com/politique/20140114.OBS2262/une-de-charlie-hebdo-sur-hollande-pour-dedramatiser-le-sujet.html?xtor=RSS-17
0ac831c30424f282c585943ba5731cba6cc75af399d8a70e3c1f52ec52125d9c,2025-09-10 04:52:56.841871+00:00,es,elpais.com,elpais.com,2014-01-14,"Hollande, la anáfora y la erótica del poder",http://elpais.com/elpais/2014/01/14/actualidad/1389685009_213067.html
ea4caaa865c3e2952d2ae4c4a0a4c868b617061713f3852ef17c42b59cd3bb87,2025-09-10 04:47:06.707698+00:00,es,elpais.com,elpais.com,2014-01-14,"Hollande, la anáfora y la erótica del poder",http://blogs.elpais.com/aqui-paris/2014/01/hollande-erotica-poder.html
d70847491f91830ffc7f18ec85360680f31a8213a1fd99e8ced02e637215a3e5,2025-09-10 04:31:22.832990+00:00,fr,cameroon-info.net,cameroon-info.net,2014-01-15,Cameroon-Info.Net :: Affaire DieudonnÃ©: le CRESPOL contre la dÃ©mission de la pensÃ©e critique,http://Cameroon-Info.Net/cmi_show_news.php?id=56865
c527102764455696239995c07f5ae82ee9bb936928eadc9217c6dd09c1e7d29e,2025-09-10 04:30:52.384347+00:00,es,abc.es,abc.es,2014-01-15,"Hollande y su vida sentimental, en el ojo del huracÃ¡n de la prensa francesa",http://feeds.abc.es/c/35295/f/661254/s/35ee3053/sc/11/l/0L0Sabc0Bes0Cinternacional0C20A140A1150Cabci0Efrancois0Ehollande0Echarlie0Ehebdo0E20A140A11511340Bhtml0Dutm0Isource0Fabc0Gutm0Imedium0Frss0Gutm0Icontent0Fuh0Erss0Gutm0Icampaign0Ftraffic0Erss/story01.htm
0675a7ce3281ffb6bc790e24102f71ee5430d617954cc4790c10718ac0c06411,2025-09-10 04:22:32.416914+00:00,el,tanea.gr,tanea.gr,2014-01-15,Ο Ολάντ μέσα από τα στήθη της Μαριάν και στο έλεος των γελοιογράφων,http://www.tanea.gr/news/world/article/5074312/o-olant-mesa-apo-ta-sththh-ths-marian-kai-sto-eleos-twn-geloiografwn/
2413b04ffa96eae45da08d59661ba49801e273752e4419882b29bb027f3a9283,2025-09-10 04:15:20.196742+00:00,fr,laliberte.ch,laliberte.ch,2014-01-15,Mauvais genre - 343,http://www.laliberte.ch/conso/343
b24ccaa871c86cef5c6c40f687c4a0411111fbdaa4d36d88dec9cd21de81537a,2025-09-10 04:12:50.759819+00:00,it,iltempo.it,iltempo.it,2014-01-15,Hollande va contromano: di Julie non parlo,http://www.iltempo.it/politica/2014/01/15/hollande-va-contromano-di-julie-non-parlo-1.1208467?localLinksEnabled=false
6702c41cc420a8d4dd9729b2dd779001d9615c7659bde6560b794b35445246c9,2025-09-10 04:04:16.505858+00:00,en,memri.org,memri.org,2014-01-13,Antisemitic French Muslim Comedian Dieudonné Promotes New Humor-Based Antisemitic Subculture,http://www.memri.org/report/en/0/0/0/0/0/0/7763.htm
be877165deab5f8527f22f07c35b3e37a14207daef348fb343e2b0c2ef3fcb6c,2025-09-10 03:46:02.513407+00:00,es,abc.es,abc.es,2014-01-15,La izquierda acusa a Hollande de Â«traidorÂ»,http://feeds.abc.es/c/35295/f/658087/s/35fa23f9/sc/11/l/0L0Sabc0Bes0Cinternacional0C20A140A1160Cabci0Eholande0Etraicion0E20A140A11520A380Bhtml0Dutm0Isource0Fabc0Gutm0Imedium0Frss0Gutm0Icontent0Fuh0Erss0Gutm0Icampaign0Ftraffic0Erss/story01.htm
5dbfdbd863103949ccaa1eba1ff02699085b996160d678b5d4a378a2b43e9a4e,2025-09-10 03:26:10.911486+00:00,fr,lexpressiondz.com,lexpressiondz.com,2014-01-16,L'Expression - Le Quotidien,http://www.lexpressiondz.com/mobile/mobile/edito/187973-m-bala-m-bala-c-est-pas-francais-ca.html
49e4c457717d0fcb3c0f754480b9208dfaa315fe4d5560ccd13f7bf899303820,2025-09-10 03:26:10.688919+00:00,fr,lexpressiondz.com,lexpressiondz.com,2014-01-16,L'Expression - Le Quotidien,http://www.lexpressiondz.com/mobile/mobile/chroniques/lenvers_du_decor/187987-dieudonne-lache-par-les-siens.html
df72037fca22e94aeb85597d59ed976af9cabe6e7f2da103b7ec21b19e722dac,2025-09-10 02:22:58.960821+00:00,fr,nouvelobs.com,nouvelobs.com,2014-01-19,"Riad Sattouf lance son missile « Jacky », polémique et hilarant",http://rue89.nouvelobs.com/rue89-culture/2014/01/19/riad-sattouf-lance-missile-jacky-polemique-hilarant-249173
34ea9f6feaedb26ac188b4a16a0999a9540c835e1fc57b02ce2b9dcb046a9d13,2025-09-10 02:20:10.930451+00:00,fr,marianne.net,marianne.net,2014-01-21,Des femmes et des bulles,http://www.marianne.net/Des-femmes-et-des-bulles_a235109.html
82182ccee347d4fd730ef91db761ab5c390ab16d6245ce8be3f62c80e2bec230,2025-09-10 01:36:11.210694+00:00,fr,lefigaro.fr,lefigaro.fr,2014-01-21,Charlie Hebdo déshabille Valérie Trierweiler,http://feeds.lefigaro.fr/c/32266/f/438191/s/362f4976/sc/7/l/0L0Slefigaro0Bfr0Cflash0Eactu0C20A140C0A10C210C970A0A10E20A140A121FILWWW0A0A5210Echarlie0Ehebdo0Edeshabille0Evalerie0Etrierweiler0Bphp/story01.htm
f4b4030b9450aadee4138132e88724215ca684cffed23113ac594c9dc063012a,2025-09-10 01:22:45.187628+00:00,es,lne.es,lne.es,2014-01-21,Hollande no aclara si Trierweiler es primera dama,http://www.lne.es/vida-y-estilo/gente/2014/01/21/hollande-aclara-trierweiler-primera-dama/1530865.html?utm_medium=rss
1aecef673d558b8ff551d733f009ec8e73dcaad263f8acbd7102f5b1f37d55f7,2025-09-10 01:14:45.377818+00:00,es,diariovasco.com,diariovasco.com,2014-01-21,La veinteañera Julie,http://www.diariovasco.com/v/20140121/gente/veinteanera-julie-20140121.html?utm_source=diariovasco.com&utm_medium=rss&utm_content=gente-rss&utm_campaign=traffic-rss
5fff4cb6d096c14c351f2525ada1c08542e578163819aa1e2942f9355d94262a,2025-09-10 01:06:59.357122+00:00,es,laverdad.es,laverdad.es,2014-01-21,La veinteañera Julie,http://www.laverdad.es/murcia/v/20140121/gente/veinteanera-julie-20140121.html?utm_source=laverdad.es&utm_medium=rss&utm_content=gente-rss&utm_campaign=traffic-rss
661bf52504bc23d02ea0bb0062cb343ab340a473197a1ac49a9b8ef8740f7cc9,2025-09-10 00:54:34.307557+00:00,fr,7sur7.be,7sur7.be,2014-01-22,"Aucun meuble n'a été brisé à l'Elysée, dément le Mobilier national",http://www.7sur7.be/7s7/fr/1527/People/article/detail/1779250/2014/01/22/Aucun-meuble-n-a-ete-brise-a-l-Elysee-dement-le-Mobilier-national.dhtml
7571115ed54fe04c33c779280ab5adb7a1ad7a5cc3093736027b4785f9e2b0cd,2025-09-10 00:53:10.364037+00:00,fr,7sur7.be,7sur7.be,2014-01-22,Trierweiler seins nus à la Une de Charlie Hebdo,http://www.7sur7.be/7s7/fr/1505/Monde/article/detail/1779231/2014/01/22/Trierweiler-seins-nus-a-la-Une-de-Charlie-Hebdo.dhtml
72be26c82c44c6b5e073e1707311209d4fda91342c822ac691384dc82782f67a,2025-09-10 00:42:28.636723+00:00,fr,francetvinfo.fr,francetvinfo.fr,2014-01-22,"Willem président du 41e festival de BD d'Angoulême, chez lui sur l'île de Groix",http://culturebox.francetvinfo.fr/willem-president-du-41eme-festival-de-bd-dangouleme-cest-un-honneur-148329
5cf7cfe43372b30da737e3d241110c2112ff3129bd1351c6446c0f94afcd0b88,2025-09-10 00:29:37.156930+00:00,es,abc.es,abc.es,2014-01-21,El semanario satÃ­rico Charlie Hebdo publica una portada con Trierweiler con los senos desnudos,http://feeds.abc.es/c/35295/f/661254/s/363199e0/sc/17/l/0L0Sabc0Bes0Cinternacional0C20A140A1220Cabci0Etrierweiler0Etopless0E20A140A12123140Bhtml0Dutm0Isource0Fabc0Gutm0Imedium0Frss0Gutm0Icontent0Fuh0Erss0Gutm0Icampaign0Ftraffic0Erss/story01.htm
065c53889f8c91ec901c18334425adb1b42adfd37aba343e149801d3b5d2aec7,2025-09-10 00:16:45.283201+00:00,fr,7sur7.be,7sur7.be,2014-01-23,"Valérie Trierweiler et François Hollande ""réfléchissent""",http://www.7sur7.be/7s7/fr/1527/People/article/detail/1780036/2014/01/23/Valerie-Trierweiler-et-Francois-Hollande-reflechissent.dhtml
e7ddc10b1786c6eb8012ca0d4f58c01f462a156a45dee1c98bda19d77f1e679a,2025-09-09 23:59:21.652205+00:00,fr,7sur7.be,7sur7.be,2014-01-23,Valérie Trierweiler n'a pas dit son dernier mot,http://www.7sur7.be/7s7/fr/1527/People/article/detail/1779609/2014/01/23/Valerie-Trierweiler-n-a-pas-dit-son-dernier-mot.dhtml
306e5955bd398f9d818ca443c43e3f63ea977f93d7f15671909d6efd42d7a2cc,2025-09-09 23:58:18.383575+00:00,fr,20minutes.fr,20minutes.fr,2014-01-23,VIDEO. Zap télé: Trierweiler star de Charlie Hebdo… Fin de détresse pour l'IVG…,http://flux.20minutes.fr/c/32497/f/479493/s/36400a6d/sc/7/l/0L0S20Aminutes0Bfr0Carticle0C1278870A0C1278870A0Txtor0FRSS0E145/story01.htm
298388d847968e6997ddc3b5cb1a2602479517a7e5c05aa921fcf807632a0b58,2025-09-09 23:46:17.197548+00:00,fr,huffingtonpost.fr,huffingtonpost.fr,2014-01-25,Femme qui rit...,http://www.huffingtonpost.fr/camille-emmanuelle/rire-sexe_b_4659001.html?utm_hp_ref=france&ir=France
703c62ffb6d64da23c4c1bbbcd34a37911c1a334b852fc610de5a2fbb6462871,2025-09-09 23:04:49.135415+00:00,fr,rtl.fr,rtl.fr,2014-01-24,Valérie Trierweiler : retour sur son parcours compliqué de première dame,http://www.rtl.fr/actualites/info/people/article/valerie-trierweiler-retour-sur-son-parcours-complique-de-premiere-dame-7769158257
4cb8fdca96f9d4a36d274161163ced2987fadd4cd506c33a454d8998fa349411,2025-09-09 22:50:26.489895+00:00,fr,charentelibre.fr,charentelibre.fr,2014-01-24,Jonzac: le patron racketté avait versé dix lingots d’or,"http://www.charentelibre.fr/2014/01/24/jonzac-le-patron-rackette-avait-verse-dix-lingots-d-or,1876658.php#xtor=RSS-5"
b704a49f8b25cb29d14e986f88887ddcc00bbaacb48b7b081a85d7b0389d4323,2025-09-09 21:57:17.405907+00:00,fr,huffingtonpost.fr,huffingtonpost.fr,2014-01-27,"Séries TV: la France bat l'Amérique (si, si)",http://www.huffingtonpost.fr/pierre-guerlain/series-tv-france-amerique_b_4665186.html?utm_hp_ref=france&ir=France
d38e92db06df8a9764f6a4580137e25476774e976c63f5c711dc2b9e576dfff1,2025-09-09 20:49:58.658683+00:00,es,abc.es,abc.es,2014-01-29,La 41 ediciÃ³n del Festival del CÃ³mic de Angulema rinde homenaje a Mafalda,http://feeds.abc.es/c/35295/f/661219/s/367c20d7/sc/33/l/0L0Sabc0Bes0Ccultura0Clibros0C20A140A1290Cabci0Emafalda0Eangulema0Ecomic0E20A140A12911410Bhtml0Dutm0Isource0Fabc0Gutm0Imedium0Frss0Gutm0Icontent0Fuh0Erss0Gutm0Icampaign0Ftraffic0Erss/story01.htm
b72f8973bb2166e7500709128ea860179a05f5f3af99de4cfe25b77ffe8f5853,2025-09-09 20:43:16.025985+00:00,es,rtve.es,rtve.es,2014-01-29,La 41 edición del Festival del Cómic de Angulema rinde homenaje a Mafalda,http://www.rtve.es/noticias/20140129/41-edicion-del-festival-del-comic-angulema-rinde-homenaje-mafalda/864660.shtml
12eb7d1beebcc1661e2861e3a5fd024d7d4301fbab30b982d50e105f68e11f85,2025-09-09 20:42:33.617155+00:00,es,eluniverso.com,eluniverso.com,2014-01-29,Homenaje a Mafalda en la 41 edición del Festival del Cómic de Angulema,http://www.eluniverso.com/vida-estilo/2014/01/29/nota/2103921/homenaje-mafalda-41-edicion-festival-comic-angulema
c6b0ac950a5d27a81bb1ec0be49c5586c804d89f8f0dd624dc3b3ebbca61c591,2025-09-09 20:38:55.536711+00:00,es,abc.es,abc.es,2014-01-29,La 41 ediciÃ³n del Festival del CÃ³mic de Angulema rinde homenaje a Mafalda,http://feeds.abc.es/c/35295/f/661220/s/367c2406/sc/33/l/0L0Sabc0Bes0Ccultura0Clibros0C20A140A1290Cabci0Emafalda0Eangulema0Ecomic0E20A140A12911410Bhtml0Dutm0Isource0Fabc0Gutm0Imedium0Frss0Gutm0Icontent0Fuh0Erss0Gutm0Icampaign0Ftraffic0Erss/story01.htm
95d95c7d4d8791fec528df4fc0480f9ae192dc513bd80efcf9dae7500cc7ee10,2025-09-09 20:38:54.226776+00:00,es,abc.es,abc.es,2014-01-29,La 41 ediciÃ³n del Festival del CÃ³mic de Angulema rinde homenaje a Mafalda,http://feeds.abc.es/c/35295/f/658087/s/367c6489/sc/16/l/0L0Sabc0Bes0Ccultura0Clibros0C20A140A1290Cabci0Emafalda0Eangulema0Ecomic0E20A140A12911410Bhtml0Dutm0Isource0Fabc0Gutm0Imedium0Frss0Gutm0Icontent0Fuh0Erss0Gutm0Icampaign0Ftraffic0Erss/story01.htm
6e6cd8779182d93968d0cf1f4710602867d0c26772f3cf1e72586218e634b9a5,2025-09-09 20:20:51.878788+00:00,fr,nouvelobs.com,nouvelobs.com,2014-01-30,"""Cavanna savait débusquer le talent et le génie""",http://rss.nouvelobs.com/c/32262/f/493634/s/368c18f9/sc/19/l/0Lbibliobs0Bnouvelobs0N0Cbd0C20A140A130A0BOBS45170Ccavanna0Esavait0Edebusquer0Ele0Etalent0Eet0Ele0Egenie0Bhtml0Dxtor0FRSS0E17/story01.htm
0f0add6740ff3b7090603a0f25a09972fdc87e89134d33e30afbbf2baa85f7e3,2025-09-09 20:19:58.149308+00:00,fr,lest-eclair.fr,lest-eclair.fr,2014-01-30,Hockey sur glace/Ligue Magnus,http://www.lest-eclair.fr/sport-france-monde/hockey-sur-glaceligue-magnus-briancon-s-impose-a-ia0b0n177906?xtor=RSS-2
75360b978c3cc8ecec0e4b6f9dbf5a838d9048c7b5576dcf1cfce72e9323d4ed,2025-09-09 20:19:58.133229+00:00,fr,lest-eclair.fr,lest-eclair.fr,2014-01-30,Foot/Coupe d'Espagne,http://www.lest-eclair.fr/sport-france-monde/footcoupe-d-espagne-real-sociedad-qualifiee-pour-les-demies-ia0b0n177908?xtor=RSS-2
3d17299d76ed723e9fa502301d18ab1a3ac09e50ccbd595da9c8f8e3ece8abd3,2025-09-09 20:19:37.820815+00:00,fr,tdg.ch,tdg.ch,2014-01-31,La mort s’est vengée de François Cavanna,http://tdg.ch/culture/La-mort-s-est-vengee-de-Francois-Cavanna/story/30813822
8051b68f36f66a644f4986b763e9c847a2b06cee11f56706cf426963d371b59e,2025-09-09 20:18:17.501052+00:00,fr,francetvinfo.fr,francetvinfo.fr,2014-01-30,"Cavanna, le maître de l'humour ""bête et méchant"", est mort",http://culturebox.francetvinfo.fr/cavanna-est-mort-148815
ba142f8b459f9f3a3448c60609df5949e3199f0ce3190f8f1c965f0c93c6e4da,2025-09-09 20:17:49.632397+00:00,es,laopiniondemurcia.es,laopiniondemurcia.es,2014-01-30,La Opinión de Murcia,http://www.laopiniondemurcia.es/vida-y-estilo/decoracion/2014/01/30/objetos-cotidianos-forzar-minimo-maquina/532039.html?utm_source=rss
